source,review_id,user_name,review_title,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,language_code,country_code
Google Play,8525a361-93ff-43d7-a316-82eaf8341a98,ED RAMOS,,"Once you try it, you will like it. Very clean organized app for Financing $ Budgeting 💪🤑🤑🤑🤑",5,3,2021-10-10 04:09:45,Hi Ed! Thanks for such inspirational words! We're glad you enjoy the app. Don't hesitate to contact us in case of any concerns or questions at support@pocketguard.com. Have a great day!,2021-10-11 15:16:15,4.20,en,us
Google Play,dfa524b1-6dea-4791-b0f0-cd3b27b7b188,A wndrful_day,,Having the same issue as @Carlos De Frias. Haven't been able to sync my account and transactions for almost a month. Used to be a great app. Perhaps the new updates caused a glitch.,1,1,2021-10-08 10:08:43,"Hi there! Sorry for the inconvenience. Please contact us at support@pocketguard.com, so we could ask our data aggregation provider to troubleshoot the issue as soon as possible. Hope for your understanding.",2021-10-08 10:25:42,4.20,en,us
Google Play,81d3e5e1-eb8e-47c0-bba1-ef95ef868638,Robert Kay,,Works well and Support seems prompt,5,0,2021-10-08 02:08:45,Hi Robert! Thanks for the 5-star review. Don't hesitate to contact our support team at support@pocketguard.com if you have any suggestions or questions.,2021-10-08 06:41:40,4.20,en,us
Google Play,958d870d-7c88-4ef4-98c3-f842cf17b6a5,Samantha Staunton,,This app fit perfectly for my budget and tracking everything. Was really eaay to adjust and set goals ect. Great choice when ur starting to figure everhthing out!,5,2,2021-10-07 17:57:44,Hi Samantha! Thanks for the review. It's amazing to hear that the app perfectly fits your needs. Feel free to contact our support team at support@pocketguard.com in case of any questions/concerns.,2021-10-08 06:40:19,4.20,en,us
Google Play,53530b28-9e14-4cb0-98f3-35f188a0cc1f,Sean M,,Looks like the developers deleted my original 1 star review so definitely hitting them with 1 star again for that shady practise alone.,1,0,2021-10-05 12:04:00,"Hi Sean! I can confirm that we did not delete your original 1-star review. Seems like you just updated your last review. Please, make sure your multi-factor authentication challenge (MFA) has been answered correctly. If so, please contact us at support@pocketguard.com so we could investigate this case further. Hope for your understanding.",2021-10-05 12:25:20,,en,us
Google Play,67ef83c9-b683-4cc0-bd54-e0f42973e774,James Markley,,Legit every single item that was imported from my bank account is doubled or tripled in the PocketGuard account. This creates an inaccurate and almost comical budget and financial picture. Not worth the time to set it up.,1,0,2021-09-27 20:43:40,"Hi James! Sorry for the inconvenience. Please, make sure you haven't connected the same bank account twice. If not, please specify the account name with the duplicates at support@pocketguard.com and send us a screenshot from the app showing a few examples. Hope for your understanding!",2021-09-28 09:07:05,,en,us
Google Play,b7c08976-5f05-4da2-860b-2be32f6ec204,Chris “mrchrisbeasley” Beasley,,The app used to be good however after the latest update I can add any accounts to the app and I can't even submit a support ticket through the app because the app is no longer functioning to do this process,1,1,2021-09-27 08:48:57,Hi Chris! Sorry for the inconvenience. This issue has been resolved. Please try again and let us know at support@pocketguard.com in case of any concerns.,2021-09-27 09:53:01,4.20,en,us
Google Play,ae4d6126-7f38-4135-bb1c-093e229f69d9,John McKee,,"It looks great, but I have the same problem as Morgan. It says I'm all set and tells me to push the'Show Me The Budget' button. I do and nothing happens. UPDATE - I used my phone's 'back' key and everything worked! This is really a lot of program, needing a fair amount of input. Just to get started, it would be great to be able to access it from my PC.",5,12,2021-09-26 15:14:46,"Hi John! Thanks for your feedback. We have passed the issue you have mentioned to our developers. Meanwhile, to access our app on PC, just log in to your profile through our web app: https://secure.pocketguard.com/app/sign-in. Please, feel free to contact us at support@pocketguard.com in case of any concerns.",2021-09-27 08:00:47,4.20,en,us
Google Play,c66273f2-3203-4da1-9bff-c65dd83f76a4,Stephen Fedele,,Great budgeting app,5,0,2021-09-24 22:23:59,"Hi Stephen! Thanks for your 5-star review! If you have any suggestions or questions, you can always contact us at support@pocketguard.com. Have a wonderful day!",2021-09-27 07:59:49,4.20,en,us
Google Play,0d7f8a02-33c5-4916-b128-e5ea20f3d9f7,Reshapin' Vapin,,Made me do it,4,0,2021-09-21 22:43:16,Hi Reshapin! Thanks for your feedback. Would you mind contacting us at support@pocketguard.com and clarify what we can do/improve to get your 5-star review? Have a wonderful day!,2021-09-23 09:37:00,4.20,en,us
Google Play,7b570458-0e23-4c4a-b52e-7aaa84f560db,Caleb Brand,,"Useful, clever, and innovative. Also their customer service is the most helpful of any I've ever had. 10/10, they have my loyalty.",5,2,2021-09-17 18:46:09,Hi Caleb! We are so pleased by reading your amazing review! Our support team is doing their best to bring the best customer experience and troubleshoot any issues. Don't hesitate to contact us at support@pocketguard.com in case of any concerns or questions. We are at your service!,2021-09-23 09:32:58,4.20,en,us
Google Play,d2d08700-8693-4b5e-92db-bca1f1b7779f,David J,,"Doesn't work with RBC, tried multiple ways. Keep getting an error saying my financial institution is undergoing maintenance",1,0,2021-09-15 22:41:19,"Hi David! Sorry for the inconvenience. This is a well-known issue at the end of our data aggregation provider. They have already started working on building a new integration for RBC, however, we have no ETA yet. Please, contact us at support@pocketguard.com, so we could file your case with our data aggregation provider and troubleshoot.",2021-09-16 14:22:50,4.20,en,us
Google Play,333688da-bd5d-4e81-a939-ba0e7af630f4,Morgan McLaughlin,,"Can't even get started. The app says, you're all set but your budget isn't complete yet and has a button at the bottom that says ""show me my budget"" I click and it won't go any where. Stays in the same screen even after closing the app and restarting the phone.",1,6,2021-09-13 14:33:18,"Hi Morgan! Sorry for the inconvenience. Please, send us a video showing the described issue at support@pocketguard.com, so we could dig deep into details and troubleshoot as soon as possible. Hope for your understanding.",2021-09-13 15:18:24,4.20,en,us
Google Play,60e3d4ce-1107-45ef-8f61-da607b178515,Chris A,,"It has been working great for us! I wish we could update pending transactions with correct ""Budgets"", we find ourselves back tracking and trying to remember too much. We paid down one if our cars 2 years ahead of time because we could see where our money was going. If I could rate this a 4.5 I would!",4,6,2021-09-11 20:00:28,"Hi Chris! It's nice to hear that our app helped you a lot. Regarding pending transactions - we don't allow our users to edit such transactions since they can be deleted/modified by the financial institution, and hence - any edits you make to them will be lost. Please contact us at support@pocketguard.com in case of any concerns.",2021-09-14 13:36:48,4.20,en,us
Google Play,080112f4-befa-43be-86f2-8b272bf40526,Michael Little,,"Read the privacy policy on apps before you put your personal information in. They openly tell you how they collect your information and who they ""may"" share it with. You are putting your most valuable information into these budgeting apps and if you pay for a service you shouldn't have your information shared. They make money off ads and the $7.99/month you pay for the plus plan.",1,0,2021-09-10 06:04:17,"Hi there! Our primary goals in collecting information are to provide you a secure, smooth, and customized experience. We don't show any ads and don't make money in this way. However, we do show personalized offers, so that our customers could find more ways to save their money. Please, contact us at support@pocketguard.com in case of any concerns.",2021-09-13 09:15:32,,en,us
Google Play,ee7bee53-3413-44aa-b027-e13f48b9eea7,Carlos De Frías,,"Having an error to connect my account: Unexpected error An unexpected exception error has occurred. Try again later. If this error persists, contact your administrator. (170)",1,2,2021-09-09 15:05:38,"Hi Carlos! Sorry for the inconvenience. This error (170) should be reported to our data aggregation provider - Finicity.com. Please, contact us at support@pocketguard.com, so we could troubleshoot as soon as possible. Hope for your understanding. Have a great day!
",2021-09-10 11:25:45,4.20,en,us
Google Play,33b794df-ceeb-46d7-a46e-0988711f6d8e,Kelly Cannon,,"I loved this app until it stopped connecting to my Wesbanco bank account. Even after deleting the bank account and reconnecting, it still wouldn't work. Customer service was completely unhelpful and insisted it was user error, but still couldn't say why it was happening. I had been using this app smoothly for several months prior to this happening. It was definitely NOT user error.",1,4,2021-09-07 02:19:20,"Hi Kelly! We have reported the issue to our data aggregation provider and found out that credentials need to be updated in the app. Please, complete the required steps by logging into the Wesbanco website and then use the same creds to update your accounts in the app. Let us know in case of any concerns at support@pocketguard.com.",2021-09-07 12:56:02,4.19,en,us
Google Play,b6e6671b-b730-4e90-91d6-90aae3a14204,Nathan Shipley,,Really solid app for watching expenses and overall cash flow.,5,0,2021-08-29 15:03:25,Hi Nathan! Thanks for your feedback. Nice to hear that you enjoyed our app. Feel free to contact us at support@pocketguard.com in case of any concerns. Have a good day!,2021-08-31 11:13:11,4.19,en,us
Google Play,c4f7b6e0-f47a-43bb-a2a5-889972c38443,Caiden,,Seems like a great budgeting app.,5,0,2021-08-24 02:08:39,Hi Caiden! Thank you very much for your 5-star review!!!,2021-08-25 13:23:21,4.19,en,us
Google Play,3ed61cfe-aa70-43ed-9523-fd2adbb5030a,Shadow Wolf 511,,I don't often review but this app seems with it. It took a minute to figure out everything but once I did I enjoyed it. I had a bit of a problem with my balance updating but contacted support and good really good results. Awesome customer service.,5,3,2021-08-23 11:58:05,"Hi there! We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@pocketguard.com!
Have a wonderful day!",2021-08-25 13:22:58,4.19,en,us
Google Play,fee19ac6-6b9f-4e29-9db8-562b0d7e1ca9,Dillon Hubble,,"So far so good. It's a lot better than mint in terms of navigation (though it does take some getting used to), categorizing, and visualization of cashflow. The one thing I miss is an accounts summary widget. I would love to have the ""In my pocket"" available at a glance. If I had that it'd be an easy 5-star.",4,6,2021-08-21 05:32:04,"Hi Dillon! Thanks for your feedback. Our team has already started working on the account summary widget. Unfortunately, we have no ETA when it will be available for our customers. In case, you would have any other suggestions, please contact us at support@pocketguard.com. Have a great day!",2021-08-25 13:22:22,4.19,en,us
Google Play,e356f6a9-3fb7-425b-855b-44317bd015f6,Sean Barnett,,Would there be a way to export this to a spreadsheet?,4,0,2021-08-14 04:56:14,"Hi Sean! Thanks for your feedback! You can export your transaction history from the settings side menu or from the ""Transactions"" tab (upper right corner) in a CSV file. You can then load it to Google or Excel spreadsheet and play around. Let us know at support@pocketguard.com in case of any concerns. Have a wonderful day!",2021-08-16 12:52:32,4.19,en,us
Google Play,0cc652db-de47-492f-a545-a1d3ba79a6c2,N Duf,,Wouldn't connect to bank account after 10 attempts,1,0,2021-08-05 03:59:55,"Hi there! We sincerely apologize for the troubles you've had with the app. We'd be happy to take a look into this for you, please contact us at support@pocketguard.com. Thank you.",2021-08-05 06:33:55,4.19,en,us
Google Play,0d240ff4-f807-433e-96ab-31ab87fc3cbd,Radical Word Tv,,Great all when you purchase plus!,5,0,2021-07-29 14:05:01,"Hi there! Thanks for your feedback. We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@pocketguard.com! Have a wonderful day!",2021-07-30 06:45:23,,en,us
Google Play,ec22818d-7150-4542-87d7-1d4612b93545,Teegan Purrington,,"Can't even create an account, says its ""unavailable at this time""",1,0,2021-07-21 23:43:56,"Hi Teegan! Sorry for the inconvenience. Please, contact us at support@pocketguard.com, so we could investigate your case further and troubleshoot as soon as possible.",2021-07-22 07:10:03,4.18,en,us
Google Play,6812ea82-c523-4d49-a334-2c38a4812fee,Roxanne Nagel,,I should have known better. I wasted my money. 85% of my accounts aren't available and there is no way to add that many accounts to track manually. Now i own a currently useless app.,1,1,2021-07-19 19:36:57,"Hi Roxanne! Sorry for the inconvenience. Please, contact us at support@pocketguard.com and specify the full name of the financial institutions you'd like to connect. Our team will double-check whether they are supported by our data aggregation provider. In case, they are indeed not supported, we will request Google to refund your subscription.",2021-07-20 06:28:50,4.18,en,us
Google Play,cdbc9c0a-a272-4e7b-91f2-a53e2eaffe19,Tom M,,Possibly the most difficult app to navigate. It seems pretty useless without the paid version.,2,1,2021-07-15 17:32:54,"Hi Tom! PocketGuard free version allows enough features to do basic budgeting while PocketGuard Plus subscription gives access to the advanced budgeting functionality. If you feel a lack of features, you can upgrade through the web app by paying less. Please, email us at support@pocketguard.com, so we could help you with navigation.",2021-07-20 06:20:04,4.18,en,us
Google Play,6efb87ff-f0b9-4450-af80-ddb5628af7e1,Lauren B.,,"Update: Changing my rating because my transactions never even sync anymore and I always get the same answer that it's a bug that they are working on. At this point I can't use the app for budgeting. I really wanna like this app because it's been the easiest one to use, but the transactions and payments don't sync anymore and customer service doesn't seem to know how to actually fix it. It looks like others are having this issue, so I really hope they fix this bug.",1,13,2021-07-15 08:06:21,"Hi Lauren! Sorry for the inconvenience. If there are posted transactions, that are not synced to PocketGuard for a while, please send us a screenshot from your online banking displaying missing transactions at support@pocketguard.com. This would help us to dig deeper into the issue and troubleshoot.",2021-03-29 13:34:32,4.18,en,us
Google Play,10d3964e-e016-4768-bbd4-8f33d52eb821,Maggie Corralejo,,"The app seemed promising, but once I was logged in and set up I realized you can do absolutely nothing unless you subscribe. I don't mind doing that, but when opting in for a free trial it still wanted to charge me for the month. Also, you have to manually add in all income. Still need some work.",1,0,2021-07-12 04:44:30,"Hi Maggie! PocketGuard Basic version allows you to budget with minimum effort including all necessary features. In case you want more advanced budgeting functionality - you can upgrade to Plus. Also, we don't provide any free trial options at the moment. Please contact us at support@pocketguard.com, so we could dig deeper into the issue.",2021-07-12 10:54:35,,en,us
Google Play,1d92c169-fce5-4d33-b215-560a17343a59,Edna Espiritu,,"I like that it lets me know what the next upcoming bill is, but I noticed sometimes it doesn't sync current transactions immediately. Maybe I'm looking in the wrong place? Is there a video to walk me through? I find months later that you replied. Thank you for the followup.",4,8,2021-07-11 15:01:07,"Hi Edna! Updates may be delayed due to restrictions set by the financial institution, which don't allow us to sync balances and transactions in real-time. If there are any missing transactions, please send us a screenshot from your online banking displaying missing transactions at support@pocketguard.com. Hope for your understanding!",2021-04-20 12:25:28,4.18,en,us
Google Play,4faa9f93-0fd5-4837-b677-661fbfc53ee3,Becca Morrow,,"I really like it, but there are a lot of syncing issues, especially with investment accounts that the IT team could not resolve resulting in some of my accounts being unaccessible through the app",3,1,2021-07-10 16:52:18,"Hi Becca! Our data aggregation provider - Finicity.com returns the updated current and available balances as present on the Morgan Stanley website. Unfortunately, we are not able to change that. Please contact your bank and ask them how you could change the data they send to our data aggregation provider. Hope for your understanding.",2021-07-12 09:34:28,4.18,en,us
Google Play,cbd0edfb-ee35-4606-b3f8-86479970346a,Michelle Carter,,"Most merchant names from my institutions came in as wrong and every transaction needed changing manually - both name and category. Unlike other systems I have used, there is no way to then recognize all future transactions from that merchant should be named and categorized that way. Apply to All resulted in EVERY transaction from that financial institution being renamed and categorized. Support wanted me to do their legwork + call AMEX to improve data from their partners. Um no. Cancel.",1,1,2021-07-08 12:12:06,"Hi Michelle! Your profile has been closed and unfortunately, we are not able to resolve this. We need to check the data we receive from our data aggregation provider and investigate the categorization rules applied to your profile. If you're still interested in PocketGuard, please set up a new profile. We'd love to win you back as a customer!
",2021-07-08 13:19:16,4.17,en,us
Google Play,a07a4805-0a7a-4ed1-b021-53d0c58e5476,Bryce Killian,,Yet another rubbish budgeting app that doesn't actually work.,1,0,2021-06-13 23:17:32,"Hi Bryce! Thank you for your feedback and we are deeply sorry for the inconvenience. Can you please share the problem with us in more detail at support@pocketguard.com, so that we can improve our app?",2021-06-14 14:59:00,4.16.1,en,us
Google Play,bc69029a-8928-4ddc-b275-6b0b0f5eaba1,Laura Anderson,,This app has a lot of inaccuracies. When I set up my monthly bills it is not tracking them accurately and shows them past due when it's already come out of my account. Also it does not know how to handle the transactions for your credit card ignores the transactions from your main checking account,1,1,2021-06-12 19:00:08,"Hi Laura! PocketGuard marks bills as ""paid"" when we see transactions with a merchant name matching the bill name. Besides that, we detect transfers you make between your accounts and automatically mark them as ""don't count"". Please, contact us at support@pocketguard.com, so we could send more detailed information on how transfers work in the app.",2021-06-14 14:56:20,4.16.1,en,us
Google Play,47fa1f28-3c30-4aac-9a30-ee533dbeb206,William Welton,,It's honestly much nicer than some other apps I've tried but it is useless if your paycheck is irregular. Also they act like your profile information is vital but... this is not a social media app. They need that info for data mining and advertisements. All in all I found this app to be more exploitive than helpful.,1,4,2021-06-12 03:00:57,"Hi William! Thanks for your feedback. Customers with irregular income can set an approximate amount of money they are going to receive in the current month. When the transactions are pulled to the app, the income will be marked as received even if the date or amount is different from the one you expected. Hope for your understanding.
",2021-06-14 14:47:39,4.16.1,en,us
Google Play,ce343d1f-5e38-4246-87f0-0387a25b3362,Scott Rosochacki,,"I do highly enjoy the user interface and how it can show a breakdown of finances quite nicely. I am having significant trouble adding an external Fidelity and Fundrise account though so, that takes away from it at the moment. Also, if possible I would like the application to add a Webull connection so I can add those investments into budgeting as well. Overall decent, but lacking slightly in external account integration.",3,2,2021-06-10 20:58:10,Hi Scott! Sorry for the inconvenience. I have checked the Fundrise integration and can confirm that it is supposed to work without any issues. Please make connection attempts again and contact us at support@pocketguard.com in case it won't help. Regarding Webull - you can track unsupported accounts as cash accounts. Hope for your understanding!,2021-06-11 08:31:28,4.16.1,en,us
Google Play,40258214-9d23-41eb-b0d0-3615fbad97ba,Josh Barkhimer,,Great app. Wish you could do more for free.,4,0,2021-06-04 16:34:18,"Hi Josh! Thank you for your feedback. I have passed your request to our product team. Be sure, that we're working diligently to provide our customers with the best in-app experience. Besides that, we optimize the list of useful budgeting features on the free version and behind the paywall. Have a wonderful day!",2021-06-07 15:53:32,4.16.1,en,us
Google Play,9a165e7d-2534-4afe-ad6f-22104466e4cf,Dot Porter,,"I've been keeping a spreadsheet budget for years and just started using the app on January. The export function is great, really complements my existing system.",5,0,2021-06-02 22:46:07,Hi Dot! Thank you so much for your review!,2021-06-04 14:46:21,4.16.1,en,us
Google Play,e6083089-b028-4176-b5f0-310351f12951,Jerrick,,Definitely one of the better budget apps I've used and stuck to. Only issue I have is it doesn't update my accout immediately and can take a minute to. Otherwise it suits my needs perfectly.,5,0,2021-06-02 20:58:28,"Hi Jerrick! We update your accounts every time you open the app, refresh the accounts, or during the overnight batch aggregation. Sometimes, there are restrictions, provided by the financial institution, that prevent us from downloading transactions into the app in seconds. Please, let us know at support@pocketguard.com in case of any concerns.",2021-06-04 14:45:56,4.16.1,en,us
Google Play,44770158-1489-4c59-abfd-e9144a9547da,michael fattizzo,,Best financial app.,5,0,2021-05-27 15:02:38,Hi Michael! Thanks a lot for your rating :),2021-05-28 14:39:22,,en,us
Google Play,02a7703d-0835-44ea-9542-f27b63e58f80,Kacy Casey,,"This app was very inaccurate... I linked my checking, savings, and credit card accounts. I have some money saved up, and it kept alerting me that I was like $3000 in debt?! Lol. I am surely NOT. I have about $300 on my credit card that I can easily pay off, that's it. All I can think is that it's calculating my monthly bills as if they weren't already paid? Not sure but I found it very difficult to figure out so I cancelled. I use Mint now and it is working much better for my needs.",2,4,2021-05-26 16:18:03,"Hi Kacy! Sorry for the inconvenience. Please, contact us at support@pocketguard.com, so we could investigate your case and troubleshoot as soon as possible. Hope for your understanding.",2021-05-27 12:11:54,4.16.1,en,us
Google Play,a1973792-0e44-4ffd-b0f5-0e41f7de1bf6,Oliver Ullman,,Couldn't connect Citibank,1,0,2021-05-25 04:33:54,"Hi Oliver! Sorry for the inconvenience. Recently, we have switched the integration to the new version 2.0 which is supposed to fix the connection issues. However, we are still learning how it works for our customers and would be grateful if you contact us at support@pocketguard.com, so we could file your case with our data aggregation provider.",2021-05-25 08:54:47,4.16.1,en,us
Google Play,19b644dc-fe2a-42fc-8d82-5eb2190e52e3,Brandon Burris,,"This app is absolutely fantastic! They are continuing to add new features as well, and I love the fact that you can use it free, pay for a subscription, or do a one time purchase for the app. So I bought it and plan to use it for the foreseeable future. There was a couple integration bugs, but their support team was actually able to get a member of the development team to fix it. I wanted to write more, but shout out to Alex from pocketguard, he gave me an amazing customer experience!",5,6,2021-05-19 15:07:07,Hi Brandon! Thank you very much for your 5-star review!,2021-05-25 08:50:06,4.16.1,en,us
Google Play,4374a3f9-5db5-4a4e-9bb6-cee12ae23050,Bobby R,,Robinhood and Coinbase Pro don't connect otherwise it's a great app.,4,0,2021-05-12 03:02:47,"Hi there! Sorry for the inconvenience. Unfortunately, Robinhood and Coinbase don't allow us to aggregate your accounts. Our data aggregation provider is currently developing new tools to bypass the restrictions. Unfortunately, we have no ETA yet. Please, contact us at support@pocketguard.com, so we could file your case with our data provider.",2021-05-11 15:02:31,4.16.1,en,us
Google Play,389cabe3-db04-4f13-ad7a-de5ee6cb2b90,Erika Hanson,,I've been looking for a budgeting app that's versatile and functional and this one's pretty great.,5,0,2021-05-10 22:39:54,"Hi Erika! Thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at support@pocketguard.com if you have any questions.",2021-05-11 15:03:18,4.16.1,en,us
Google Play,85ed3db3-96b2-4560-9da7-208bdb989189,Perry Jacobs,,"Couldn't sign up due to a 'suspicious IP address' and was told to try again in 24 hours. After finally getting in, I tried to link my cc, and that didn't work either. I was told to try again im 2 hours. I will try another budget app, there are tons of them",2,3,2021-05-08 15:44:03,"Hi Perry! Our customers might face the ""IP address"" issue when they try logging into the same profile multiple times. The problem supposed to be resolved itself after 24 hours. Regarding the connection issue, please contact us at support@pocketguard.com, so we could investigate your problem and troubleshoot. Hope for your understanding.",2021-05-11 14:59:21,4.16,en,us
Google Play,78e45650-214c-42e4-822f-c0d72b7cdb7e,rmy quasimodo,,"Every release removes features in favor of subscription pushing. I can only view 3 months now? Can't add additional budgets. Frequent push notifications, we need you help. My HSBC and capital one CC always have this problem where it works in mint flawlessly. C'mon guys, this stuff is free in mint, and so far they haven't gone the monkey see monkey do approach. If you want to go with a ONE time fee, I'm all for it.",2,6,2021-05-02 21:17:38,"We're sorry to hear that you are experiencing data sync issues. Unfortunately, not everything depends on us, but we try to provide our users with the best possible service.
As for the one-time fee - we have a lifetime subscription. By the way, don't hesitate to contact us at support@pocketguard.com if you face any issues using PocketGuard.",2021-05-27 12:11:36,4.15,en,us
Google Play,3d1f4368-4a1a-4838-a53a-76e7c6687246,Tony,,Doesn't work with One Finance,1,0,2021-04-27 04:06:50,"Hi Tony! Sorry for the inconvenience. The connection issue with One Finance is a known issue at the end of our data aggregation provider - Finicity.com. They are working diligently to troubleshoot this problem as soon as possible. Please, contact us at support@pocketguard.com, so we could file your case with our data aggregation provider.",2021-04-27 14:59:15,4.15,en,us
Google Play,e83199f9-84d1-4e88-875f-3c1aa23b90ed,Careless Whispers,,"Installed looking for an alternative to Simple's budgeting tools now that it's shutting down. Was faced with an opaque, claustrophobic interface and spammed with push notifications. Skipped.",2,1,2021-04-20 23:40:16,"Hi there! We are always looking to improve the experience for our users and really appreciate the feedback. If there is anything specific we can look into, please contact us at support@pocketguard.com.",2021-04-22 07:44:11,4.15,en,us
Google Play,f199e4cd-03af-467e-84c4-fcda6e7a05c9,Loris,,This app is fairly simple to use. Helps track where your money is going. I'm disappointed that they reduced ability to see more than 3 months at a time unless you pay. Sometimes it has glitches where money looks like it's spent but it actually was income. Pretty decent for a free app.,3,5,2021-04-19 03:46:52,"Hi Loris! Thanks for your feedback. You can access only basic budgeting features on the free version, while the PocketGuard Plus subscription allows accessing the advanced functionality that includes up to 6 months of the transaction history. In case, some transactions have been categorized wrongly, you can always change their names or categories.",2021-04-20 12:21:16,4.15,en,us
Google Play,b1fefe12-1371-441e-bddc-089f97e82c54,Leah R,,Great way to track monthly expenses,5,0,2021-04-13 23:45:04,Hi Leah! Thank you so much for your feedback.,2021-04-14 14:34:43,4.15,en,us
Google Play,806a3b50-ee10-4dd3-8ebf-7e9314b04aee,Julia,,Won't even connect to santander. Just gives errors nonstop!!!!!,1,0,2021-04-08 15:34:55,Hi Julia! Sorry for the inconvenience. Could you please send details of what you are experiencing to our customer support at support@pocketguard.com? We'll get you up and running.,2021-04-09 08:15:16,,en,us
Google Play,8faa1be0-db15-43fb-a816-b080c1c8168f,Tracie Fulce,,I was able to get what I need from this ap and support for it was even better. Thank you for your help,5,0,2021-04-02 18:21:12,Hi Tracie! Thank you very much for your feedback.,2021-04-05 15:59:17,,en,us
Google Play,c3750c26-d1e8-4229-8069-b76c888995ce,Bon Shaw,,Works pretty well and reasonably flexible. Lacking in some areas such as quarterly income category. Hopefully will get better with time.,4,4,2021-04-02 17:15:51,"Hi Bon! Thanks for your feedback. I have passed this to our team. Please, let us know at support@pocketguard.com in case you have other requests or suggestions. Have a great day!",2021-04-05 16:00:32,4.15,en,us
Google Play,c7890651-2f61-4945-9aa5-8abca3132faf,חנוך צפריר Enoch Zephyr,,Best app for track your monthly. It is sync with bank account too and organize your spends/invests by categories automatically! I wish i could open a manually cash wallet too.,5,0,2021-03-31 06:00:31,"Hi Hanoh! Thank you for providing valuable feedback. Please reach out to us at support@pocketguard.com, if you have other suggestions or questions about the app.",2021-03-31 09:41:50,4.13,en,us
Google Play,c1edb903-7f44-4276-9611-99473a94e0e9,Beth Oatway,,"Love the way this app categorizes my transactions for me. If it guesses wrong, I can always change it, but it's usually right. It also gives me a list of upcoming charges based on my history so I can plan my budget for the month. Super intuitive and easy to navigate. Would definitely recommend this app. for budget-challenged people, like myself! 😎",5,10,2021-03-30 15:43:14,Hi Beth! Thank you very much for your 5-star review!,2021-03-31 09:39:55,4.14,en,us
Google Play,a99a4929-8344-4e12-8c5a-87da60628863,Stacy Lynn,,This app is a POS. I couldn't even connect my account.,1,1,2021-03-30 03:41:07,"Hi Stacy! Sorry for the trouble you are experiencing with our app. For further assistance, please email us at support@pocketguard.com.",2021-03-30 14:05:42,,en,us
Google Play,7e53f804-de87-45c9-8bab-fe8f8d532964,Amy Windsor,,"App would be great if accounts synced. Unfortunately, that's not the case and my bank account is constantly errored out.",1,2,2021-03-21 23:20:27,"Hi Amy! Sorry for the inconvenience. Please, contact us at support@pocketguard.com and specify the name of the financial institution and the account name that is errored out. This would help us to investigate further.",2021-03-22 16:11:46,4.13,en,us
Google Play,9101f60d-bb03-4cc4-9d47-ebc3ffc9d7e8,Taylor Z,,Coool,5,0,2021-03-20 12:33:47,Hi Taylor! Thanks for taking out time to rate us. It really helps us to keep going and delivering the best :),2021-03-22 16:09:08,4.13,en,us
Google Play,5996e52d-7939-4f58-8e96-4632f0abd721,Joseph Rodrigo,,I wish you had support for revolut. I can't use your awesome app,2,0,2021-03-19 07:41:29,"Hi Joseph! Thanks for your feedback. Unfortunately, our data aggregation provider doesn't support Revolut at the moment. However, you can track Revolut transactions as cash expense/income in the PocketGuard app.",2021-03-19 12:38:33,4.13,en,us
Google Play,b0a58ec3-b802-4acb-8637-c35c198600f0,sassy Chix,,Downloaded and went to set up and I can't connect? Very disappointed!,2,1,2021-03-18 03:37:23,"Hi there! Sorry for the inconvenience. Please, email us at support@pocketguard.com and specify the name of the financial institution you'd like to connect to PocketGuard, so we could investigate your case further. Hope for your understanding.
",2021-03-19 12:32:09,4.13,en,us
Google Play,ffe06148-d984-4c6e-8b6a-fae364b8d641,Mac Donovan,,"I can't add my bank account. Multiple days now I just get ""error 102"" please try again in 2 hours. Slightly useless at this point, can't even judge the app",1,1,2021-03-11 17:47:34,"Hi Mac! Sorry for the inconvenience. The 102 error means that there was a temporary connection issue on your financial institution's end, as a result, we were unable to connect your accounts. In case, the issue won't get resolved by itself within 24 hours, please contact us at support@pocketguard.com, so we could troubleshoot. Have a great day!",2021-03-12 12:02:28,4.13,en,us
Google Play,484dad5e-8c98-4d28-9da9-74af4755881f,Kirill “Parti” Pisarchik,,You will never be able to delete your account. There is no way to try this app out.Talking to customer service lead nowhere. RESPONSE to dev - Which I did and was told to email customer support. I did that and instead of addressing my request a was being talked out of doing that. Waste of time,2,0,2021-03-09 17:55:16,"Hi Kirill! Thanks for your feedback. Please, contact us at support@pocketguard.com and specify the reason why you'd like to close the PocketGuard profile, so we could help you in troubleshooting. In case, you still want to close the account, please go to Settings, hit the Profile section, and choose ""Leave PocketGuard"".",2021-03-09 17:06:45,,en,us
